,Mountain Peak,Distance from Campsite (miles),name,Long,Lat,Peak Longitude,Peak Latitude
861,Grays Peak,14.012483211578196,Heaton Bay,-106.07799999999999,39.604,-105.8176,39.6339
862,Grays Peak,14.008600002000424,Jefferson Creek,-105.853,39.433,-105.8176,39.6339
863,Grays Peak,15.49035082666263,Kenosha Pass,-105.76100000000001,39.414,-105.8176,39.6339
864,Grays Peak,14.634681379168176,Lodgepole - Jefferson,-105.84299999999999,39.423,-105.8176,39.6339
865,Grays Peak,11.381245486482108,Lowry,-106.031,39.623000000000005,-105.8176,39.6339
866,Grays Peak,15.790592554808804,Michigan Creek,-105.883,39.411,-105.8176,39.6339
867,Grays Peak,13.92240477433347,Peak One,-106.071,39.584,-105.8176,39.6339
868,Grays Peak,13.752558979719497,Pine Cove,-106.069,39.588,-105.8176,39.6339
869,Grays Peak,12.223402611514551,Prospector,-106.04299999999999,39.6,-105.8176,39.6339
870,Grays Peak,19.44310874697962,Selkirk,-105.95100000000001,39.372,-105.8176,39.6339
871,Grays Peak,17.83908428315385,Blue River,-106.131,39.726,-105.8176,39.6339
872,Grays Peak,10.100132313700334,Burning Bear,-105.711,39.513000000000005,-105.8176,39.6339
873,Grays Peak,17.251188504580476,Byers Creek,-105.897,39.876,-105.8176,39.6339
874,Grays Peak,5.963852985044448,Clear Lake,-105.708,39.652,-105.8176,39.6339
875,Grays Peak,19.073301546689297,Columbine,-105.54899999999999,39.817,-105.8176,39.6339
876,Grays Peak,19.073301546689297,Columbine,-108.381,38.424,-105.8176,39.6339
877,Grays Peak,16.51593185115751,Deer Creek,-105.554,39.508,-105.8176,39.6339
878,Grays Peak,12.064760361381605,Echo Lake - Idaho Springs,-105.59299999999999,39.658,-105.8176,39.6339
879,Grays Peak,11.348349525011061,Empire City RV Parking,-105.684,39.762,-105.8176,39.6339
880,Grays Peak,8.24577552538066,Geneva Park,-105.73700000000001,39.532,-105.8176,39.6339
881,Grays Peak,9.725990666292878,Georgetown Lake,-105.689,39.734,-105.8176,39.6339
882,Grays Peak,5.5966499116058674,Guanella Pass,-105.71600000000001,39.613,-105.8176,39.6339
883,Grays Peak,19.779364715558582,Hideaway Park,-105.78399999999999,39.919000000000004,-105.8176,39.6339
884,Grays Peak,18.780438586130952,Idlewild,-105.77799999999999,39.904,-105.8176,39.6339
885,Grays Peak,17.31538410913749,Meridian,-105.535,39.51,-105.8176,39.6339
886,Grays Peak,9.912127846324331,Mizpah,-105.792,39.775999999999996,-105.8176,39.6339
887,Grays Peak,14.207882969830553,Robbers Roost,-105.756,39.834,-105.8176,39.6339
888,Grays Peak,15.864619547194039,South Fork,-106.029,39.796,-105.8176,39.6339
889,Grays Peak,15.864619547194039,South Fork,-107.53399999999999,39.867,-105.8176,39.6339
890,Grays Peak,15.29815982502429,Sugar Loaf,-106.023,39.789,-105.8176,39.6339
891,Grays Peak,9.093612464133335,West Chicago Creek,-105.65700000000001,39.679,-105.8176,39.6339
892,Grays Peak,12.389708371659003,Whiteside,-105.694,39.482,-105.8176,39.6339
893,Torreys Peak,15.093465829124789,Aspen,-106.03200000000001,40.516999999999996,-105.8212,39.6428
894,Torreys Peak,15.093465829124789,Aspen,-105.84299999999999,39.425,-105.8212,39.6428
895,Torreys Peak,11.074905029239087,Hall Valley,-105.805,39.483000000000004,-105.8212,39.6428
896,Torreys Peak,11.157302577481612,Handcart,-105.802,39.482,-105.8212,39.6428
897,Torreys Peak,13.927322759661694,Heaton Bay,-106.07799999999999,39.604,-105.8212,39.6428
898,Torreys Peak,14.594641740200357,Jefferson Creek,-105.853,39.433,-105.8212,39.6428
899,Torreys Peak,16.130983382661938,Kenosha Pass,-105.76100000000001,39.414,-105.8212,39.6428
900,Torreys Peak,15.231249094245255,Lodgepole - Jefferson,-105.84299999999999,39.423,-105.8212,39.6428
901,Torreys Peak,11.247514674872543,Lowry,-106.031,39.623000000000005,-105.8212,39.6428
902,Torreys Peak,16.351152530691337,Michigan Creek,-105.883,39.411,-105.8212,39.6428
903,Torreys Peak,13.903096973480377,Peak One,-106.071,39.584,-105.8212,39.6428
904,Torreys Peak,13.722142002774389,Pine Cove,-106.069,39.588,-105.8212,39.6428
905,Torreys Peak,12.169297320892895,Prospector,-106.04299999999999,39.6,-105.8212,39.6428
906,Torreys Peak,19.949158744284965,Selkirk,-105.95100000000001,39.372,-105.8212,39.6428
907,Torreys Peak,17.447225900684924,Blue River,-106.131,39.726,-105.8212,39.6428
908,Torreys Peak,10.717924754859341,Burning Bear,-105.711,39.513000000000005,-105.8212,39.6428
909,Torreys Peak,16.608134752327384,Byers Creek,-105.897,39.876,-105.8212,39.6428
910,Torreys Peak,6.055859348118484,Clear Lake,-105.708,39.652,-105.8212,39.6428
911,Torreys Peak,18.817031956592253,Columbine,-105.54899999999999,39.817,-105.8212,39.6428
912,Torreys Peak,18.817031956592253,Columbine,-108.381,38.424,-105.8212,39.6428
913,Torreys Peak,17.00726969470062,Deer Creek,-105.554,39.508,-105.8212,39.6428
914,Torreys Peak,12.18538606432816,Echo Lake - Idaho Springs,-105.59299999999999,39.658,-105.8212,39.6428
915,Torreys Peak,11.001182859351802,Empire City RV Parking,-105.684,39.762,-105.8212,39.6428
916,Torreys Peak,8.871859336866164,Geneva Park,-105.73700000000001,39.532,-105.8212,39.6428
917,Torreys Peak,9.440077440914193,Georgetown Lake,-105.689,39.734,-105.8212,39.6428
918,Torreys Peak,5.965002839910126,Guanella Pass,-105.71600000000001,39.613,-105.8212,39.6428
919,Torreys Peak,19.185740990630798,Hideaway Park,-105.78399999999999,39.919000000000004,-105.8212,39.6428
920,Torreys Peak,18.192601315301367,Idlewild,-105.77799999999999,39.904,-105.8212,39.6428
921,Torreys Peak,17.79066724180098,Meridian,-105.535,39.51,-105.8212,39.6428
922,Torreys Peak,9.333291025494082,Mizpah,-105.792,39.775999999999996,-105.8212,39.6428
923,Torreys Peak,13.657430337620433,Robbers Roost,-105.756,39.834,-105.8212,39.6428
924,Torreys Peak,15.297410125137826,South Fork,-106.029,39.796,-105.8212,39.6428
925,Torreys Peak,15.297410125137826,South Fork,-107.53399999999999,39.867,-105.8212,39.6428
926,Torreys Peak,14.733487126329072,Sugar Loaf,-106.023,39.789,-105.8212,39.6428
927,Torreys Peak,9.08505947202052,West Chicago Creek,-105.65700000000001,39.679,-105.8212,39.6428
928,Torreys Peak,13.013349020716381,Whiteside,-105.694,39.482,-105.8212,39.6428
929,Torreys Peak,19.475159830814214,St. Louis Creek,-105.861,39.923,-105.8212,39.6428
930,Mt. Evans,15.49439378015632,Aspen,-106.03200000000001,40.516999999999996,-105.6438,39.5883
931,Mt. Evans,15.49439378015632,Aspen,-105.84299999999999,39.425,-105.6438,39.5883
932,Mt. Evans,11.257047531414853,Hall Valley,-105.805,39.483000000000004,-105.6438,39.5883
933,Mt. Evans,11.180853016235133,Handcart,-105.802,39.482,-105.6438,39.5883
934,Mt. Evans,15.475798180160453,Jefferson Creek,-105.853,39.433,-105.6438,39.5883
935,Mt. Evans,13.567550440608057,Kenosha Pass,-105.76100000000001,39.414,-105.6438,39.5883
936,Mt. Evans,15.595414304824342,Lodgepole - Jefferson,-105.84299999999999,39.423,-105.6438,39.5883
937,Mt. Evans,17.683576951041804,Michigan Creek,-105.883,39.411,-105.6438,39.5883
938,Mt. Evans,6.315563370347633,Burning Bear,-105.711,39.513000000000005,-105.6438,39.5883
939,Mt. Evans,5.5719340240630215,Clear Lake,-105.708,39.652,-105.6438,39.5883
940,Mt. Evans,16.585946100670892,Columbine,-105.54899999999999,39.817,-105.6438,39.5883
941,Mt. Evans,16.585946100670892,Columbine,-108.381,38.424,-105.6438,39.5883
942,Mt. Evans,7.326189736026072,Deer Creek,-105.554,39.508,-105.6438,39.5883
943,Mt. Evans,5.522847444403209,Echo Lake - Idaho Springs,-105.59299999999999,39.658,-105.6438,39.5883
944,Mt. Evans,12.190562461912018,Empire City RV Parking,-105.684,39.762,-105.6438,39.5883
945,Mt. Evans,6.30710688058634,Geneva Park,-105.73700000000001,39.532,-105.6438,39.5883
946,Mt. Evans,10.350119945322062,Georgetown Lake,-105.689,39.734,-105.6438,39.5883
947,Mt. Evans,4.205581073000522,Guanella Pass,-105.71600000000001,39.613,-105.6438,39.5883
948,Mt. Evans,7.928974452036734,Meridian,-105.535,39.51,-105.6438,39.5883
949,Mt. Evans,15.175504597045057,Mizpah,-105.792,39.775999999999996,-105.6438,39.5883
950,Mt. Evans,17.99345177152337,Robbers Roost,-105.756,39.834,-105.6438,39.5883
951,Mt. Evans,6.306074601602819,West Chicago Creek,-105.65700000000001,39.679,-105.6438,39.5883
952,Mt. Evans,7.81668120666507,Whiteside,-105.694,39.482,-105.6438,39.5883
953,Mt. Evans,19.187174963872057,Cold Springs,-107.119,40.03,-105.6438,39.5883
954,Mt. Evans,19.187174963872057,Cold Springs,-105.49700000000001,39.842,-105.6438,39.5883
955,Mt. Bierstadt,14.311599504940999,Aspen,-106.03200000000001,40.516999999999996,-105.6688,39.5826
956,Mt. Bierstadt,14.311599504940999,Aspen,-105.84299999999999,39.425,-105.6688,39.5826
957,Mt. Bierstadt,10.00188967761749,Hall Valley,-105.805,39.483000000000004,-105.6688,39.5826
958,Mt. Bierstadt,9.934745724710167,Handcart,-105.802,39.482,-105.6688,39.5826
959,Mt. Bierstadt,14.25708446816222,Jefferson Creek,-105.853,39.433,-105.6688,39.5826
960,Mt. Bierstadt,12.643961481263256,Kenosha Pass,-105.76100000000001,39.414,-105.6688,39.5826
961,Mt. Bierstadt,14.417107197707738,Lodgepole - Jefferson,-105.84299999999999,39.423,-105.6688,39.5826
962,Mt. Bierstadt,19.482983111581145,Lowry,-106.031,39.623000000000005,-105.6688,39.5826
963,Mt. Bierstadt,16.462258557393618,Michigan Creek,-105.883,39.411,-105.6688,39.5826
964,Mt. Bierstadt,19.96035435773162,Prospector,-106.04299999999999,39.6,-105.6688,39.5826
965,Mt. Bierstadt,5.308576702164523,Burning Bear,-105.711,39.513000000000005,-105.6688,39.5826
966,Mt. Bierstadt,5.229374416647512,Clear Lake,-105.708,39.652,-105.6688,39.5826
967,Mt. Bierstadt,17.402857576479295,Columbine,-105.54899999999999,39.817,-105.6688,39.5826
968,Mt. Bierstadt,17.402857576479295,Columbine,-108.381,38.424,-105.6688,39.5826
969,Mt. Bierstadt,7.998752478861133,Deer Creek,-105.554,39.508,-105.6688,39.5826
970,Mt. Bierstadt,6.589088792927563,Echo Lake - Idaho Springs,-105.59299999999999,39.658,-105.6688,39.5826
971,Mt. Bierstadt,12.421811450705736,Empire City RV Parking,-105.684,39.762,-105.6688,39.5826
972,Mt. Bierstadt,5.04205202139993,Geneva Park,-105.73700000000001,39.532,-105.6688,39.5826
973,Mt. Bierstadt,10.5158853749235,Georgetown Lake,-105.689,39.734,-105.6688,39.5826
974,Mt. Bierstadt,3.275156059820072,Guanella Pass,-105.71600000000001,39.613,-105.6688,39.5826
975,Mt. Bierstadt,8.716746165785915,Meridian,-105.535,39.51,-105.6688,39.5826
976,Mt. Bierstadt,14.882372500764468,Mizpah,-105.792,39.775999999999996,-105.6688,39.5826
977,Mt. Bierstadt,17.978031510035397,Robbers Roost,-105.756,39.834,-105.6688,39.5826
978,Mt. Bierstadt,6.690203839693643,West Chicago Creek,-105.65700000000001,39.679,-105.6688,39.5826
979,Mt. Bierstadt,7.079401926210364,Whiteside,-105.694,39.482,-105.6688,39.5826
980,Longs Peak,12.009074297926661,Arapaho Bay,-105.76,40.121,-105.6151,40.255
981,Longs Peak,10.080104000802114,Aspenglen - Rocky Mountain National Park,-105.594,40.4,-105.6151,40.255
982,Longs Peak,18.06118222262504,Buckingham,-105.634,39.994,-105.6151,40.255
983,Longs Peak,10.083015061022552,Camp Dick,-105.521,40.128,-105.6151,40.255
984,Longs Peak,5.278917001695861,Glacier Basin - Rocky Mountain National Park,-105.596,40.33,-105.6151,40.255
985,Longs Peak,19.02154059165672,Grand View,-105.772,40.503,-105.6151,40.255
986,Longs Peak,12.540153815200398,Green Ridge,-105.844,40.205999999999996,-105.6151,40.255
987,Longs Peak,9.693393018722356,Hermit Park Open Space,-105.464,40.335,-105.6151,40.255
988,Longs Peak,19.66297138370336,Long Draw,-105.76700000000001,40.515,-105.6151,40.255
989,Longs Peak,3.2646589977071794,Longs Peak - Rocky Mountain National Park,-105.559,40.275,-105.6151,40.255
990,Longs Peak,7.748977964023842,Marys Lake - USBR,-105.531,40.347,-105.6151,40.255
991,Longs Peak,18.126124974003258,Meadow Park,-105.274,40.223,-105.6151,40.255
992,Longs Peak,4.370195132162695,Meeker Park Overflow,-105.53399999999999,40.242,-105.6151,40.255
993,Longs Peak,7.161028527899669,Moraine Park,-105.6,40.358000000000004,-105.6151,40.255
994,Longs Peak,5.843622796702363,Olive Ridge,-105.523,40.208,-105.6151,40.255
995,Longs Peak,12.401767892707321,Pawnee,-105.569,40.079,-105.6151,40.255
996,Longs Peak,10.322883803581096,Peaceful Valley,-105.506,40.131,-105.6151,40.255
997,Longs Peak,19.049765688174944,Pinewood Reservoir,-105.28299999999999,40.364000000000004,-105.6151,40.255
998,Longs Peak,17.08760305905891,Rainbow Lakes,-105.571,40.01,-105.6151,40.255
999,Longs Peak,15.252755804441236,Stillwater,-105.887,40.18,-105.6151,40.255
1000,Longs Peak,15.660606431368697,Sunset Point,-105.876,40.147,-105.6151,40.255
1001,Longs Peak,15.138289733498398,Timber Creek - Rocky Mountain National Park,-105.852,40.379,-105.6151,40.255
1002,Longs Peak,19.314783212610052,Willow Creek,-105.95100000000001,40.144,-105.6151,40.255
1003,El Diente Peak,4.854862479826294,Burro Bridge,-108.066,37.788000000000004,-108.005335,37.839383000000005
1004,El Diente Peak,5.0373367151304205,Cayton,-107.977,37.77,-108.005335,37.839383000000005
1005,El Diente Peak,6.795287198690577,Matterhorn,-107.881,37.845,-108.005335,37.839383000000005
1006,El Diente Peak,16.82359077526529,McClure,-107.87200000000001,38.059,-108.005335,37.839383000000005
1007,El Diente Peak,16.82359077526529,McClure,-107.31299999999999,39.124,-108.005335,37.839383000000005
1008,El Diente Peak,18.674401049710184,Molas Lake Public Park,-107.68299999999999,37.749,-108.005335,37.839383000000005
1009,El Diente Peak,18.131689039080964,Purgatory,-107.807,37.629,-108.005335,37.839383000000005
1010,El Diente Peak,15.663132798670809,Sig Creek,-107.884,37.634,-108.005335,37.839383000000005
1011,El Diente Peak,12.781133986947426,South Mineral,-107.775,37.806,-108.005335,37.839383000000005
1012,El Diente Peak,7.164675416162996,Sunshine,-107.89,37.889,-108.005335,37.839383000000005
1013,El Diente Peak,12.720069478831201,Telluride Town Park,-107.806,37.935,-108.005335,37.839383000000005
1014,El Diente Peak,19.294411657111823,West Dolores,-108.27600000000001,37.66,-108.005335,37.839383000000005
1015,El Diente Peak,4.156188291054211,Woods Lake,-108.055,37.885,-108.005335,37.839383000000005
1016,Windom Peak,10.138370094678132,Molas Lake Public Park,-107.68299999999999,37.749,-107.5919,37.6212
1017,Windom Peak,11.783474031329057,Purgatory,-107.807,37.629,-107.5919,37.6212
1018,Windom Peak,16.00880240035324,Sig Creek,-107.884,37.634,-107.5919,37.6212
1019,Windom Peak,16.223357476540336,South Mineral,-107.775,37.806,-107.5919,37.6212
1020,Windom Peak,12.690230813485822,Florida,-107.682,37.452,-107.5919,37.6212
1021,Windom Peak,16.157848679246705,Graham Creek,-107.54,37.391,-107.5919,37.6212
1022,Windom Peak,13.278947290742567,Haviland Lake,-107.80799999999999,37.534,-107.5919,37.6212
1023,Windom Peak,16.710467319746304,Lost Trail,-107.34899999999999,37.768,-107.5919,37.6212
1024,Windom Peak,14.978417786334658,Middle Mountain - Vallecito Reservoir,-107.536,37.409,-107.5919,37.6212
1025,Windom Peak,15.410722768182872,Miller Creek,-107.661,37.405,-107.5919,37.6212
1026,Windom Peak,15.963699840318938,North Canyon - Vallecito Reservoir,-107.539,37.394,-107.5919,37.6212
1027,Windom Peak,16.963148447620785,Old Timers - Vallecito Reservoir,-107.56,37.376999999999995,-107.5919,37.6212
1028,Windom Peak,15.59853880719192,Pine Point - Vallecito Reservoir,-107.535,37.4,-107.5919,37.6212
1029,Windom Peak,12.943731225924855,Pine River,-107.505,37.446999999999996,-107.5919,37.6212
1030,Windom Peak,19.593434995778402,Thirtymile,-107.258,37.724000000000004,-107.5919,37.6212
1031,Windom Peak,12.034244525027358,Transfer Park,-107.681,37.461999999999996,-107.5919,37.6212
1032,Windom Peak,10.195406175065003,Vallecito,-107.54700000000001,37.478,-107.5919,37.6212
1033,Mt. Eolus,9.386898042797453,Molas Lake Public Park,-107.68299999999999,37.749,-107.6227,37.6218
1034,Mt. Eolus,10.097863985769708,Purgatory,-107.807,37.629,-107.6227,37.6218
1035,Mt. Eolus,14.32367928038685,Sig Creek,-107.884,37.634,-107.6227,37.6218
1036,Mt. Eolus,15.20779884480433,South Mineral,-107.775,37.806,-107.6227,37.6218
1037,Mt. Eolus,12.173736283974302,Florida,-107.682,37.452,-107.6227,37.6218
1038,Mt. Eolus,16.57863806149621,Graham Creek,-107.54,37.391,-107.6227,37.6218
1039,Mt. Eolus,11.821992267786245,Haviland Lake,-107.80799999999999,37.534,-107.6227,37.6218
1040,Mt. Eolus,18.054341607519927,Lost Trail,-107.34899999999999,37.768,-107.6227,37.6218
1041,Mt. Eolus,15.451929152776028,Middle Mountain - Vallecito Reservoir,-107.536,37.409,-107.6227,37.6218
1042,Mt. Eolus,15.125955064281333,Miller Creek,-107.661,37.405,-107.6227,37.6218
1043,Mt. Eolus,16.394579775438537,North Canyon - Vallecito Reservoir,-107.539,37.394,-107.6227,37.6218
1044,Mt. Eolus,17.259901257480944,Old Timers - Vallecito Reservoir,-107.56,37.376999999999995,-107.6227,37.6218
1045,Mt. Eolus,16.061186522666752,Pine Point - Vallecito Reservoir,-107.535,37.4,-107.6227,37.6218
1046,Mt. Eolus,13.691509996407918,Pine River,-107.505,37.446999999999996,-107.6227,37.6218
1047,Mt. Eolus,11.493928452229966,Transfer Park,-107.681,37.461999999999996,-107.6227,37.6218
1048,Mt. Eolus,10.766367121525905,Vallecito,-107.54700000000001,37.478,-107.6227,37.6218
1049,Sunlight Peak,9.657718914951973,Molas Lake Public Park,-107.68299999999999,37.749,-107.5959,37.6274
1050,Sunlight Peak,11.552294218431989,Purgatory,-107.807,37.629,-107.5959,37.6274
1051,Sunlight Peak,15.771402366369449,Sig Creek,-107.884,37.634,-107.5959,37.6274
1052,Sunlight Peak,15.75134051949874,South Mineral,-107.775,37.806,-107.5959,37.6274
1053,Sunlight Peak,13.0047736580102,Florida,-107.682,37.452,-107.5959,37.6274
1054,Sunlight Peak,16.618710139433833,Graham Creek,-107.54,37.391,-107.5959,37.6274
1055,Sunlight Peak,13.28641510487782,Haviland Lake,-107.80799999999999,37.534,-107.5959,37.6274
1056,Sunlight Peak,16.63051684545894,Lost Trail,-107.34899999999999,37.768,-107.5959,37.6274
1057,Sunlight Peak,15.44307558721846,Middle Mountain - Vallecito Reservoir,-107.536,37.409,-107.5959,37.6274
1058,Sunlight Peak,15.775263218881737,Miller Creek,-107.661,37.405,-107.5959,37.6274
1059,Sunlight Peak,16.42533183940023,North Canyon - Vallecito Reservoir,-107.539,37.394,-107.5959,37.6274
1060,Sunlight Peak,17.41271224740166,Old Timers - Vallecito Reservoir,-107.56,37.376999999999995,-107.5959,37.6274
1061,Sunlight Peak,16.062594542905188,Pine Point - Vallecito Reservoir,-107.535,37.4,-107.5959,37.6274
1062,Sunlight Peak,13.422700463963288,Pine River,-107.505,37.446999999999996,-107.5959,37.6274
1063,Sunlight Peak,19.647119592799953,Thirtymile,-107.258,37.724000000000004,-107.5959,37.6274
1064,Sunlight Peak,12.342511232561977,Transfer Park,-107.681,37.461999999999996,-107.5959,37.6274
1065,Sunlight Peak,10.66453033085655,Vallecito,-107.54700000000001,37.478,-107.5959,37.6274
1066,North Eolus,9.197883490050797,Molas Lake Public Park,-107.68299999999999,37.749,-107.621187,37.625192
1067,North Eolus,10.171570942213954,Purgatory,-107.807,37.629,-107.621187,37.625192
1068,North Eolus,14.39419123962878,Sig Creek,-107.884,37.634,-107.621187,37.625192
1069,North Eolus,15.05811687808798,South Mineral,-107.775,37.806,-107.621187,37.625192
1070,North Eolus,12.42171788719961,Florida,-107.682,37.452,-107.621187,37.625192
1071,North Eolus,16.781990094405142,Graham Creek,-107.54,37.391,-107.621187,37.625192
1072,North Eolus,12.014216783868491,Haviland Lake,-107.80799999999999,37.534,-107.621187,37.625192
1073,North Eolus,17.85498104609316,Lost Trail,-107.34899999999999,37.768,-107.621187,37.625192
1074,North Eolus,15.650138576714333,Middle Mountain - Vallecito Reservoir,-107.536,37.409,-107.621187,37.625192
1075,North Eolus,15.369634791391006,Miller Creek,-107.661,37.405,-107.621187,37.625192
1076,North Eolus,16.596986299125717,North Canyon - Vallecito Reservoir,-107.539,37.394,-107.621187,37.625192
1077,North Eolus,17.47351311288355,Old Timers - Vallecito Reservoir,-107.56,37.376999999999995,-107.621187,37.625192
1078,North Eolus,16.260649098386388,Pine Point - Vallecito Reservoir,-107.535,37.4,-107.621187,37.625192
1079,North Eolus,13.860353791186027,Pine River,-107.505,37.446999999999996,-107.621187,37.625192
1080,North Eolus,11.742086904938281,Transfer Park,-107.681,37.461999999999996,-107.621187,37.625192
1081,North Eolus,10.95196518559406,Vallecito,-107.54700000000001,37.478,-107.621187,37.625192
1082,Pikes Peak,19.008891416178834,Blue Mountain,-105.36200000000001,38.961,-105.0442,38.8405
1083,Pikes Peak,14.512282828090862,Cheyenne Mountain State Park,-104.809,38.738,-105.0442,38.8405
1084,Pikes Peak,16.76293943460473,Colorado,-105.094,39.08,-105.0442,38.8405
1085,Pikes Peak,4.590731498287003,Crags,-105.12,38.871,-105.0442,38.8405
1086,Pikes Peak,12.018292516137205,Farish Military - USAF Academy,-104.994,39.01,-105.0442,38.8405
1087,Pikes Peak,10.002485614118177,Meadow Ridge,-104.986,38.978,-105.0442,38.8405
1088,Pikes Peak,7.2962987360835765,Mueller State Park,-105.164,38.89,-105.0442,38.8405
1089,Pikes Peak,17.138571015736606,Painted Rocks,-105.105,39.084,-105.0442,38.8405
1090,Pikes Peak,15.850784696731266,Peregrine Pines Military - USAF Academy,-104.84,39.006,-105.0442,38.8405
1091,Pikes Peak,19.610609644633556,Riverside,-105.375,38.96,-105.0442,38.8405
1092,Pikes Peak,15.722820812289033,South Meadows,-105.09200000000001,39.065,-105.0442,38.8405
1093,Pikes Peak,10.947562382491629,Springdale,-105.022,38.998000000000005,-105.0442,38.8405
1094,Pikes Peak,9.98885555064954,Thunder Ridge,-104.98299999999999,38.977,-105.0442,38.8405
1095,Pikes Peak,18.228936352223194,Turkey Creek Military - Fort Carson,-104.882,38.609,-105.0442,38.8405
1096,Pikes Peak,18.588745932848937,Wildhorn,-105.25299999999999,39.055,-105.0442,38.8405
1097,Pikes Peak,9.090248023775418,Wye,-104.94,38.736999999999995,-105.0442,38.8405
1098,Culebra Peak,14.263277246083842,Bear Lake,-105.14299999999999,37.326,-105.1858,37.1224
1099,Culebra Peak,14.263277246083842,Bear Lake,-107.07,40.045,-105.1858,37.1224
1100,Culebra Peak,13.418728519691133,Blue Lake,-105.139,37.313,-105.1858,37.1224
1101,Culebra Peak,9.621642628329553,Monument Lake Park,-105.04700000000001,37.207,-105.1858,37.1224
1102,Culebra Peak,9.941610608666526,Purgatoire,-105.11,37.253,-105.1858,37.1224
